Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
16776,-6.5,-315.1875,109.25,-1.657227,0.3549805,2.022949,-0.1928711,-0.04199219,-0.1616211
16777,-17.125,-301.875,113.3125,-1.77002,0.3706055,1.996094,-0.1928711,-0.04199219,-0.1616211
16779,-27.5,-290.875,115.875,-1.879395,0.3823242,1.941895,-0.1992188,-0.04052734,-0.1547852
16780,-39,-280.0625,117.25,-1.96875,0.4208984,1.857422,-0.2060547,-0.03662109,-0.1503906
16782,-50.9375,-268.9375,116.125,-2.046387,0.4482422,1.749512,-0.2060547,-0.03662109,-0.1503906
16783,-63.5,-256.5,112.0625,-2.132324,0.4599609,1.668457,-0.2109375,-0.03271484,-0.1450195
16785,-73.9375,-244.5,104.125,-2.249023,0.4208984,1.571777,-0.2148438,-0.03271484,-0.1396484
16787,-80,-232.625,90.5625,-2.38916,0.3203125,1.494629,-0.2148438,-0.03271484,-0.1396484
16789,-80.5,-221.6875,71.4375,-2.544922,0.1806641,1.425293,-0.21875,-0.02734375,-0.1352539
16790,-74.0625,-211.625,48,-2.696777,0.02539063,1.355957,-0.2241211,-0.02490234,-0.1269531
16792,-59.875,-202.1875,20.75,-2.84082,-0.1254883,1.294434,-0.2241211,-0.02490234,-0.1269531
16793,-37.9375,-192.25,-7.125,-2.961426,-0.21875,1.221191,-0.2250977,-0.02197266,-0.121582
16795,-10.6875,-181.9375,-35.4375,-3.125,-0.284668,1.132324,-0.2304688,-0.02197266,-0.1201172
16796,16.3125,-167.5625,-58.25,-3.21875,-0.234375,1.001465,-0.2304688,-0.02197266,-0.1201172
16798,37.5625,-152.1875,-74,-3.390137,-0.04394531,0.8125,-0.2319336,-0.02490234,-0.1147461
16799,48.4375,-129.5,-81.25,-3.382324,0.1958008,0.7275391,-0.2329102,-0.02587891,-0.1132813
16801,47.375,-103.75,-78.8125,-3.569336,0.5297852,0.5424805,-0.2329102,-0.02587891,-0.1132813
16802,38.5625,-76.75,-67.9375,-3.654785,0.7006836,0.465332,-0.234375,-0.02880859,-0.1079102
16804,23.875,-51,-51.5,-3.763672,0.8632813,0.4077148,-0.2368164,-0.03125,-0.109375
16805,1.5,-26.8125,-32.5625,-3.845703,0.9331055,0.4155273,-0.2368164,-0.03125,-0.109375
16807,-20.0625,-4.375,-12.9375,-3.869141,0.8286133,0.480957,-0.2358398,-0.03125,-0.1064453
16808,-39.4375,15,2.1875,-3.830078,0.6772461,0.5693359,-0.2358398,-0.03271484,-0.1049805
16810,-55.5,33.875,12.1875,-3.755859,0.5180664,0.6582031,-0.2358398,-0.03271484,-0.1049805
16811,-66.3125,52.6875,16.25,-3.631348,0.2929688,0.7504883,-0.2358398,-0.03125,-0.1064453
16813,-71,69.625,14.9375,-3.518555,0.09912109,0.796875,-0.234375,-0.03027344,-0.1079102
16814,-71.875,84.75,10.125,-3.38623,-0.03271484,0.8203125,-0.234375,-0.03027344,-0.1079102
16816,-87.6875,156.8125,-13.125,-3.545898,0.2387695,0.7661133,-0.2358398,-0.02734375,-0.1108398
16817,-70.375,281.375,21.4375,-3.596191,-0.6689453,-1.407715,-0.2329102,-0.02587891,-0.1147461
16819,-86.6875,191.8125,30.5,-2.930664,1.146973,-3.35498,-0.2329102,-0.02587891,-0.1147461
16820,-177.375,164.0625,17.1875,-1.462402,0.246582,0.04882813,-0.2304688,-0.02587891,-0.1186523
16822,-166.9375,115.4375,37.4375,-0.09179688,-0.8666992,-2.39502,-0.2280273,-0.0234375,-0.1245117
16823,-59.375,142.875,28.875,4.825684,-2.093262,-2.834473,-0.2280273,-0.0234375,-0.1245117
16825,47.375,448.5,5.9375,7.94873,-2.054199,2.073242,-0.2226563,-0.02197266,-0.1269531
16826,33.8125,772.6875,-23.625,7.033691,0.2192383,2.555176,-0.2177734,-0.02197266,-0.1396484
16828,-22.25,806.375,-28.4375,-0.4736328,0.987793,1.972656,-0.2177734,-0.02197266,-0.1396484
16829,-47.3125,653.5,-16.5,-4.562012,0.3393555,2.689941,-0.2060547,-0.02197266,-0.1557617
16831,-37.4375,445.25,2.75,-5.228027,-0.07910156,2.597656,-0.1928711,-0.02050781,-0.168457
16832,-35.875,355.125,10.6875,-3.121094,0.06787109,2.963867,-0.1928711,-0.02050781,-0.168457
16834,-32.4375,331.4375,7.875,-1.186035,-0.3974609,2.959961,-0.1850586,-0.02050781,-0.1777344
16835,-9.9375,329.4375,-0.6875,-0.2631836,-0.9057617,3.137207,-0.1772461,-0.02050781,-0.1835938
16837,17.25,317.875,-14.5625,0.2075195,-0.9521484,3.222168,-0.1772461,-0.02050781,-0.1835938
16838,33.875,313.4375,-24.625,0.565918,-0.4824219,3.129395,-0.1723633,-0.02050781,-0.1904297
16840,40.6875,318.75,-27.625,0.4995117,-0.005371094,2.678223,-0.1630859,-0.01953125,-0.1972656
16841,47.1875,275.5,6.5,0.7021484,-0.184082,1.437012,-0.1630859,-0.01953125,-0.1972656
16843,150.9375,249,21.5625,7.804688,-0.009277344,7.817871,-0.1577148,-0.0234375,-0.2026367
16844,40.5,685,-94.375,5.651367,1.585449,7.817871,-0.1503906,-0.0234375,-0.2080078
16846,53.3125,502.3125,-49.8125,-4.741211,-0.4321289,-2.352539,-0.1503906,-0.0234375,-0.2080078
16847,68.875,223.125,12.25,-5.153809,0.5683594,-2.032227,-0.1347656,-0.02734375,-0.2163086
16849,41.9375,217.5625,-12.3125,-0.6254883,0.8208008,5.099609,-0.1293945,-0.03027344,-0.2216797
16850,7.0625,276.625,-30,-1.053711,1.10791,3.572754,-0.1293945,-0.03027344,-0.2216797
16852,-1.5,159.4375,-12.0625,-2.249023,0.1918945,-0.1894531,-0.1240234,-0.03125,-0.2231445
16853,14.9375,110.1875,-11,-0.2084961,-0.4243164,0.762207,-0.121582,-0.03125,-0.2246094
16855,24.0625,156.1875,-20.5,1.165527,-0.2539063,1.776367,-0.121582,-0.03125,-0.2246094
16856,21.0625,212.1875,-27,0.7485352,0.07568359,0.7661133,-0.1162109,-0.03271484,-0.2299805
16858,13.4375,208.75,-28.1875,-0.04882813,0.2426758,0.5117188,-0.112793,-0.03125,-0.2299805
16859,5.875,198.0625,-29.3125,-0.3603516,0.4018555,1.147949,-0.112793,-0.03125,-0.2299805
16861,-6.0625,193.1875,-32.625,-0.6020508,0.4794922,1.529297,-0.1074219,-0.03271484,-0.2314453
16862,-15.8125,171.875,-32.75,-0.9487305,0.3979492,1.548828,-0.1010742,-0.03564453,-0.2338867
16864,-22.75,140.6875,-30.6875,-1.022461,0.2075195,1.402344,-0.1010742,-0.03564453,-0.2338867
16865,-23.875,116.125,-27.375,-0.7382813,0.07177734,1.325195,-0.09716797,-0.03271484,-0.2353516
16867,-25.5,106.5,-25.375,-0.3955078,0.09521484,1.217285,-0.09326172,-0.03271484,-0.2353516
16868,-27.5,103.625,-25.8125,-0.2514648,0.1298828,1.19043,-0.09326172,-0.03271484,-0.2353516
16870,-28.9375,100.125,-25.5,-0.3295898,0.1142578,1.197754,-0.09326172,-0.03125,-0.2368164
16871,-30.0625,89.9375,-24.0625,-0.4580078,0.1030273,1.209473,-0.09033203,-0.03417969,-0.2382813
16873,-30.875,76.9375,-21.8125,-0.512207,0.08349609,1.225098,-0.09033203,-0.03417969,-0.2382813
16874,-30.0625,63.25,-19.4375,-0.4619141,0.02929688,1.217285,-0.08642578,-0.03271484,-0.2412109
16876,-27.5625,53.6875,-16.6875,-0.3798828,-0.001464844,1.197754,-0.08789063,-0.03125,-0.2382813
16877,-26.3125,47.1875,-15.125,-0.2983398,-0.01318359,1.113281,-0.08789063,-0.03125,-0.2382813
16879,-23.625,42.875,-13.5625,-0.2475586,0.005859375,1.113281,-0.08154297,-0.02880859,-0.2421875
16880,-22.375,38.875,-12.6875,-0.2358398,0.03320313,1.097656,-0.08154297,-0.02880859,-0.2412109
16882,-21.0625,35.0625,-12.0625,-0.2436523,0.03662109,1.113281,-0.08154297,-0.02880859,-0.2412109
16885,-19.6875,30.75,-10.75,-0.2436523,0.01367188,1.078613,-0.08154297,-0.02880859,-0.2412109
16887,-17.5,27.25,-9.8125,-0.1816406,-0.005371094,1.040039,-0.08007813,-0.02734375,-0.2421875
16888,-15.125,26.125,-8.625,-0.1503906,-0.009277344,1.02832,-0.08007813,-0.02734375,-0.2421875
16890,-12.5,26,-7.25,-0.1152344,-0.02099609,1.020508,-0.08007813,-0.02734375,-0.2421875
16891,-10.125,26.6875,-6.5625,-0.09179688,-0.02880859,0.9858398,-0.08007813,-0.02880859,-0.2412109
16893,-6.9375,28.125,-5.8125,-0.06445313,-0.01318359,0.9589844,-0.08007813,-0.02880859,-0.2412109
16894,-4.875,29.75,-4.5625,-0.09179688,-0.01708984,0.9707031,-0.07910156,-0.02880859,-0.2421875
16896,-2.3125,30.5,-3.6875,-0.1152344,-0.01708984,0.9897461,-0.07763672,-0.02587891,-0.2451172
16897,0,29.375,-2.9375,-0.1621094,-0.009277344,1.008789,-0.07763672,-0.02587891,-0.2451172
16899,1.4375,26.6875,-2.3125,-0.2045898,0.02148438,1.02832,-0.07617188,-0.02734375,-0.2436523
16900,2.875,23.1875,-1.625,-0.2202148,0.02539063,1.024414,-0.07519531,-0.02880859,-0.2451172
16902,4.125,20.75,-1.0625,-0.1855469,0.01367188,1.032227,-0.07519531,-0.02880859,-0.2451172
16903,6.0625,19.25,-0.5625,-0.1777344,-0.01708984,1.020508,-0.07373047,-0.02880859,-0.2421875
16905,7.875,17.9375,0,-0.1621094,-0.001464844,1.016602,-0.07373047,-0.02880859,-0.2436523
16906,8.9375,16,0.5625,-0.2006836,0.01757813,1.05127,-0.07373047,-0.02880859,-0.2436523
16908,8.875,13.625,0.6875,-0.2202148,0.06005859,1.055176,-0.07519531,-0.03027344,-0.2436523
16909,7.3125,10.25,0.375,-0.2202148,0.09130859,1.047363,-0.07373047,-0.02880859,-0.2421875
16911,5.5,8,-0.1875,-0.1967773,0.1220703,1.05127,-0.07373047,-0.02880859,-0.2421875
16912,2.75,6.375,-1.1875,-0.1660156,0.1259766,1.016602,-0.07519531,-0.02880859,-0.2436523
16914,1.1875,6.5,-1.9375,-0.1503906,0.1108398,1.012695,-0.07226563,-0.03027344,-0.2451172
16915,0.4375,6.625,-2.1875,-0.1425781,0.06396484,1.016602,-0.07226563,-0.03027344,-0.2451172
16917,0.0625,6.625,-2.125,-0.1425781,0.04443359,0.9975586,-0.07373047,-0.02880859,-0.2421875
16918,-0.625,7.0625,-2.5,-0.1269531,0.06787109,0.9858398,-0.07373047,-0.03027344,-0.2451172
16920,-1.4375,8.0625,-2.875,-0.1152344,0.09130859,0.9819336,-0.07373047,-0.03027344,-0.2451172
16921,-2.6875,9.25,-3.3125,-0.1230469,0.09521484,0.9707031,-0.07373047,-0.03027344,-0.2436523
16923,-3.875,10.1875,-4.1875,-0.1113281,0.07568359,0.9780273,-0.07519531,-0.03125,-0.2436523
16924,-4,11.1875,-4.375,-0.1230469,0.05224609,0.9780273,-0.07519531,-0.03125,-0.2436523
16926,-3.8125,12,-4.3125,-0.1230469,0.04443359,0.9897461,-0.07128906,-0.02880859,-0.2436523
16927,-3.6875,12.1875,-4.0625,-0.1425781,0.03320313,0.9819336,-0.07226563,-0.03027344,-0.246582
16929,-3,12.75,-3.75,-0.1269531,0.02929688,0.9819336,-0.07226563,-0.03027344,-0.246582
16930,-2.4375,13.1875,-3.5,-0.1308594,0.01757813,0.9819336,-0.07128906,-0.03125,-0.2451172
16932,-1.5625,14.3125,-2.8125,-0.1269531,0.005859375,0.9741211,-0.07226563,-0.02880859,-0.2451172
16933,-0.5,14.8125,-2.375,-0.1308594,0.01367188,0.9707031,-0.07226563,-0.02880859,-0.2451172
16935,0.5625,15.25,-1.4375,-0.1308594,0.001953125,0.9819336,-0.07226563,-0.03027344,-0.2436523
16936,1.5625,15.8125,-0.9375,-0.1503906,-0.001464844,0.9897461,-0.07226563,-0.02880859,-0.2451172
16938,2.4375,15.6875,-0.3125,-0.1503906,-0.001464844,0.9897461,-0.07226563,-0.02880859,-0.2451172
16939,3.625,15.875,-0.0625,-0.1425781,0.009765625,0.9858398,-0.07128906,-0.02880859,-0.2436523
16941,4.125,16.3125,0.5625,-0.1425781,0.02929688,0.9741211,-0.06982422,-0.03027344,-0.246582
16942,4.125,16.5,0.5625,-0.1464844,0.04052734,0.9741211,-0.06982422,-0.03027344,-0.246582
16944,4.1875,16.375,0.625,-0.1582031,0.04443359,0.9780273,-0.07128906,-0.03027344,-0.246582
16945,3.625,16.0625,0.5,-0.1699219,0.06787109,0.9858398,-0.06835938,-0.02880859,-0.2480469
16947,3.375,15.375,0.3125,-0.1738281,0.06005859,0.9858398,-0.06835938,-0.02880859,-0.2480469
16948,3,14.625,0.5,-0.1816406,0.06396484,1.008789,-0.06835938,-0.02734375,-0.2451172
16950,1.625,13.375,0.375,-0.1928711,0.06787109,1.008789,-0.06738281,-0.02880859,-0.246582
16951,0.1875,11.5625,0.6875,-0.2006836,0.06396484,1.008789,-0.06738281,-0.02880859,-0.246582
16953,-1.0625,8.25,0.25,-0.2436523,0.07958984,1.036133,-0.06738281,-0.03027344,-0.246582
16954,-1.375,6.875,0.5,-0.1894531,0.05615234,0.9741211,-0.06738281,-0.02880859,-0.2451172
16956,-1.4375,6.875,0.5625,-0.1660156,0.04052734,0.9975586,-0.06738281,-0.02880859,-0.2451172
16957,-1.6875,6.625,0.6875,-0.1738281,0.05615234,1.001465,-0.06591797,-0.03125,-0.246582
16959,-1.5,5.5625,0.6875,-0.1894531,0.06396484,1.001465,-0.06591797,-0.03125,-0.2451172
16960,-1.9375,5.1875,0.3125,-0.1660156,0.06787109,0.9897461,-0.06591797,-0.03125,-0.2451172
16962,-2.5625,5.4375,0.125,-0.1582031,0.06396484,0.9897461,-0.06591797,-0.03125,-0.2451172
16963,-2.875,5.6875,-0.25,-0.1699219,0.06396484,0.9936523,-0.06591797,-0.03125,-0.246582
16965,-2.625,5.5,-0.0625,-0.1738281,0.03662109,0.9975586,-0.06591797,-0.03125,-0.246582
16966,-2.4375,5.25,0,-0.1777344,0.03320313,0.9858398,-0.06591797,-0.03271484,-0.246582
16968,-2.1875,5,0.125,-0.1699219,0.04443359,0.9897461,-0.06738281,-0.03027344,-0.2480469
16969,-2,5.0625,0.3125,-0.1738281,0.03320313,0.9897461,-0.06738281,-0.03027344,-0.2480469
16971,-1.6875,4.875,0.25,-0.1621094,0.04443359,0.9897461,-0.06591797,-0.03125,-0.2451172
16972,-1.9375,5.4375,0.1875,-0.1582031,0.06005859,0.9780273,-0.06835938,-0.02880859,-0.2490234
16974,-2.0625,6.1875,-0.0625,-0.1542969,0.04443359,1.001465,-0.06835938,-0.02880859,-0.2490234
16975,-1.5,6.375,0,-0.1542969,0.02539063,0.9897461,-0.06591797,-0.03027344,-0.246582
16977,-1.3125,6.375,0.3125,-0.1621094,0.03320313,0.9858398,-0.06591797,-0.02880859,-0.2451172
16978,-1.0625,6.9375,0.3125,-0.1660156,0.04833984,0.9975586,-0.06591797,-0.02880859,-0.2451172
16980,-1.375,7,0.0625,-0.1660156,0.06005859,0.9897461,-0.06738281,-0.03027344,-0.246582
16982,-2,6.75,0,-0.1738281,0.06005859,0.9897461,-0.06591797,-0.03027344,-0.2480469
16984,-2.0625,6.6875,-0.3125,-0.1699219,0.06787109,0.9936523,-0.06591797,-0.03027344,-0.2480469
16985,-1.5625,7.0625,-0.375,-0.1582031,0.03662109,0.9936523,-0.06591797,-0.03125,-0.246582
16987,-1.875,7.1875,-0.5625,-0.1738281,0.06787109,1.001465,-0.06738281,-0.02880859,-0.2480469
16988,-1.625,7.0625,-0.875,-0.1777344,0.04833984,0.9897461,-0.06738281,-0.02880859,-0.2480469
16990,-1.625,7,-0.6875,-0.1738281,0.04443359,0.9975586,-0.06445313,-0.02880859,-0.246582
16991,-1,7.125,-0.5,-0.1738281,0.02539063,0.9936523,-0.06445313,-0.02880859,-0.246582
16993,-0.3125,7.25,-0.3125,-0.1738281,0.03320313,0.9897461,-0.06445313,-0.02880859,-0.246582
16994,0.375,7.625,-0.3125,-0.1738281,0.03662109,0.9975586,-0.06445313,-0.02880859,-0.2451172
16996,0.125,7.75,-0.3125,-0.1738281,0.04833984,0.9897461,-0.06591797,-0.02880859,-0.246582
16997,0.6875,8.25,-0.6875,-0.1542969,0.02929688,0.9897461,-0.06591797,-0.02880859,-0.246582
16999,1,9.25,-1.125,-0.1660156,0.04052734,1.001465,-0.06347656,-0.02880859,-0.2480469
17000,1.75,9.1875,-2.3125,-0.1660156,-0.02490234,1.001465,-0.06445313,-0.02880859,-0.246582
17002,2.1875,10.625,-2.625,-0.1542969,0.06005859,0.9897461,-0.06445313,-0.02880859,-0.246582
17003,-0.6875,12,-4.4375,-0.1425781,0.199707,0.9707031,-0.06347656,-0.02880859,-0.246582
17005,-0.6875,12,-4.5625,-0.1967773,0.03662109,1.005371,-0.06445313,-0.03125,-0.246582
17006,2.375,11.8125,-2.125,-0.1777344,-0.03271484,0.9897461,-0.06445313,-0.03125,-0.246582
17008,3.4375,13.6875,-0.375,-0.1542969,0.07177734,1.001465,-0.06445313,-0.02880859,-0.2480469
17009,3.3125,14.125,0.8125,-0.2319336,0.06005859,1.02832,-0.06201172,-0.02880859,-0.2480469
17011,4.1875,10,2.6875,-0.3100586,0.03662109,0.9858398,-0.06201172,-0.02880859,-0.2480469
17012,5.875,8.4375,4.1875,-0.1386719,-0.001464844,0.9433594,-0.06201172,-0.03027344,-0.2490234
17014,7.1875,10.875,6.5,-0.2045898,0.02539063,1.074707,-0.06347656,-0.03027344,-0.246582
17015,7.5,12.5,8.25,-0.1894531,0.05224609,1.016602,-0.06347656,-0.03027344,-0.246582
17017,8.25,10.0625,9.9375,-0.2280273,0.02148438,0.9550781,-0.06054688,-0.02880859,-0.2480469
17018,7.9375,8.375,10.875,-0.2045898,0.05224609,0.9780273,-0.06054688,-0.03027344,-0.2490234
17020,8.4375,10.625,11.0625,-0.1503906,0.03320313,1.036133,-0.06054688,-0.03027344,-0.2490234
17021,7.5625,13,10.6875,-0.1894531,0.08740234,1.036133,-0.06054688,-0.02880859,-0.246582
17023,7.125,12.3125,10.5625,-0.1928711,0.07568359,0.9819336,-0.06054688,-0.03125,-0.246582
17024,6.75,11.4375,10.375,-0.1855469,0.07177734,1.001465,-0.06054688,-0.03125,-0.246582
17026,6.4375,13,10,-0.1777344,0.08349609,1.020508,-0.06054688,-0.03271484,-0.2490234
17027,6.375,14.5625,9.5,-0.1699219,0.06396484,1.016602,-0.05957031,-0.03027344,-0.2490234
17029,6.5,15,8.875,-0.2241211,0.06005859,1.02832,-0.05957031,-0.03027344,-0.2490234
17030,6.4375,14.375,9,-0.1967773,0.07958984,0.9858398,-0.05957031,-0.03027344,-0.2480469
17032,7.0625,14.375,9,-0.2163086,0.05615234,1.016602,-0.06054688,-0.03125,-0.2480469
17033,7.875,15.5,9.625,-0.2006836,0.04833984,1.043945,-0.06054688,-0.03125,-0.2480469
17035,8.0625,15.875,10.4375,-0.2045898,0.06787109,1.020508,-0.05810547,-0.03125,-0.2480469
17036,8.6875,16.1875,10.375,-0.2006836,0.05224609,1.016602,-0.05810547,-0.03125,-0.2490234
17038,9.375,17.3125,10.25,-0.1738281,0.06005859,1.02832,-0.05810547,-0.03125,-0.2490234
17039,10.5625,20.25,9.8125,-0.1621094,0.04052734,1.062988,-0.05664063,-0.03271484,-0.2480469
17041,11.4375,22.625,9.1875,-0.1738281,0.05615234,1.040039,-0.05664063,-0.03027344,-0.2480469
17042,12.1875,24.125,7.5625,-0.1738281,0.07568359,1.024414,-0.05664063,-0.03027344,-0.2480469
17044,12,25.875,6.125,-0.1699219,0.09130859,1.008789,-0.05566406,-0.03271484,-0.2504883
17045,10.875,28.125,5.375,-0.08398438,0.1376953,0.9975586,-0.05566406,-0.03417969,-0.2490234
17047,8.9375,36.25,2.5,0.05957031,0.1611328,1.059082,-0.05566406,-0.03417969,-0.2490234
17048,9.375,51.625,0,0.1489258,0.08349609,1.155762,-0.05419922,-0.03271484,-0.2519531
17050,7.5625,71.5,-0.8125,0.2075195,0.1181641,1.15918,-0.05273438,-0.03271484,-0.246582
17051,9.875,92,-5.3125,0.2192383,0.07958984,1.144043,-0.05273438,-0.03271484,-0.246582
17053,10.9375,114.8125,-11.3125,0.3085938,0.1728516,1.197754,-0.05175781,-0.03271484,-0.2504883
17054,11.875,144.4375,-20.5,0.487793,0.265625,1.282715,-0.04785156,-0.03271484,-0.2504883
17056,13.6875,183.125,-24.3125,0.6123047,0.246582,1.355957,-0.04785156,-0.03271484,-0.2504883
17057,18.875,223.9375,-24.625,0.6591797,-0.009277344,1.321289,-0.04003906,-0.03417969,-0.2490234
17059,32.375,264.5625,-25.6875,0.6669922,-0.1606445,1.456055,-0.03369141,-0.03417969,-0.253418
17060,56.25,312.5,-30.875,1.325195,-0.6337891,1.648926,-0.03369141,-0.03417969,-0.253418
17062,100,419.625,-32.625,1.776855,-0.9560547,2.470215,-0.02587891,-0.03417969,-0.2519531
17063,125.5625,498.875,-32.875,1.056152,-0.1606445,1.972656,-0.01416016,-0.03808594,-0.253418
17065,132.25,563.625,-33.0625,2.473633,0.3393555,2.836426,-0.01416016,-0.03808594,-0.253418
17066,147.9375,710.0625,-45.6875,2.851563,0.1142578,4.043457,0.0009765625,-0.04052734,-0.2548828
17068,196.375,731.9375,-26.0625,1.434082,-0.8745117,3.757813,0.01806641,-0.04589844,-0.2519531
17069,224.4375,759.8125,-31.5625,3.291504,-0.7851563,3.819824,0.01806641,-0.04589844,-0.2519531
17071,257.875,753.4375,-47.0625,3.743164,-0.6806641,4.455566,0.04003906,-0.05419922,-0.2490234
17072,259.6875,716.5625,-66.4375,3.848145,-0.1645508,5.63916,0.05957031,-0.05957031,-0.2436523
17074,221.625,620.9375,-98.875,4.19873,0.4326172,6.117676,0.05957031,-0.05957031,-0.2436523
17075,156,537.9375,-111.375,1.621094,0.7856445,6.869141,0.07763672,-0.06738281,-0.2382813
17077,91.8125,303.9375,-97.5625,-1.221191,1.127441,5.73584,0.09326172,-0.06884766,-0.2338867
17080,10.25,77.6875,-74.375,-0.7695313,1.449219,5.176758,0.09326172,-0.06884766,-0.2338867
17082,-71,-56.375,-67.5,1.200195,1.39502,3.950684,0.09716797,-0.06738281,-0.2314453
17083,-119.5625,-90.6875,-64.625,2.863281,0.7626953,2.639648,0.09423828,-0.06591797,-0.2338867
17085,-133.6875,-60.9375,-59.625,3.423828,0.2929688,1.845703,0.09423828,-0.06591797,-0.2338867
17086,-132.6875,-10.3125,-55.5625,3.373047,0.02929688,1.124512,0.09570313,-0.06347656,-0.2382813
17088,-128.125,31.25,-56.1875,2.859375,-0.03271484,0.7890625,0.09423828,-0.05810547,-0.2368164
17089,-120.25,49.625,-59.875,2.146484,-0.07910156,0.7045898,0.09423828,-0.05810547,-0.2368164
17091,-106.25,44.75,-65.6875,1.574219,-0.1411133,0.796875,0.09570313,-0.05517578,-0.2353516
17092,-90.375,24.1875,-73.1875,1.274414,-0.1333008,0.9433594,0.09716797,-0.05029297,-0.2397461
17094,-76.1875,-3.1875,-80.3125,1.103027,-0.04394531,1.036133,0.09716797,-0.05029297,-0.2397461
17095,-62.3125,-30.375,-87.6875,1.11084,0.005859375,1.166992,0.09814453,-0.04882813,-0.2397461
17097,-49.4375,-52,-89.625,1.223633,0.06787109,1.232422,0.09570313,-0.04589844,-0.2368164
17098,-40.1875,-68.0625,-89.375,1.344727,0.1879883,1.286621,0.09570313,-0.04589844,-0.2368164
17100,-36.3125,-79.25,-88.1875,1.410645,0.3125,1.302246,0.09423828,-0.04492188,-0.2397461
17101,-36.4375,-89.1875,-84.0625,1.383301,0.3901367,1.29834,0.09326172,-0.04199219,-0.2421875
17103,-40.25,-101.3125,-78.4375,1.282227,0.4677734,1.274902,0.09326172,-0.04199219,-0.2421875
17104,-44.9375,-115,-71.25,1.161621,0.5102539,1.225098,0.09179688,-0.04199219,-0.2436523
17106,-49.3125,-130.1875,-62.875,1.060059,0.5180664,1.166992,0.08935547,-0.03564453,-0.2421875
17107,-52.875,-144.125,-55.375,0.9980469,0.4946289,1.109375,0.08935547,-0.03564453,-0.2421875
17109,-54.5,-156.75,-48.6875,0.9511719,0.4638672,1.040039,0.08544922,-0.03417969,-0.246582
17110,-53.75,-167,-43.25,0.9160156,0.4287109,1.016602,0.08007813,-0.03417969,-0.2451172
17112,-51.1875,-175.4375,-38,0.8774414,0.4057617,0.9858398,0.08007813,-0.03417969,-0.2451172
17113,-46.8125,-182.625,-33.9375,0.8227539,0.3666992,0.9858398,0.07470703,-0.03417969,-0.246582
17115,-40.625,-190,-30,0.7485352,0.328125,0.9897461,0.07080078,-0.03125,-0.2480469
17116,-33,-198.4375,-27.125,0.6787109,0.2890625,1.02832,0.07080078,-0.03125,-0.2480469
17118,-24.6875,-207.125,-24.5625,0.6318359,0.2543945,1.09375,0.06591797,-0.02880859,-0.2490234
17119,-15.75,-216.6875,-22.375,0.5888672,0.2348633,1.144043,0.06054688,-0.02880859,-0.2504883
17121,-7.1875,-226.9375,-20.4375,0.5151367,0.2231445,1.15918,0.06054688,-0.02880859,-0.2504883
17122,0.0625,-237.375,-19.1875,0.4291992,0.230957,1.151855,0.05419922,-0.02880859,-0.2548828
17124,7.125,-248.125,-17.0625,0.3359375,0.2114258,1.13623,0.04785156,-0.02880859,-0.2548828
17125,13.9375,-258.4375,-14.1875,0.2695313,0.215332,1.128418,0.04785156,-0.02880859,-0.2548828
17127,19.25,-268,-11.3125,0.215332,0.2348633,1.105469,0.04003906,-0.02880859,-0.253418
17128,22.5,-275.875,-8.25,0.1879883,0.2543945,1.078613,0.03320313,-0.03027344,-0.2519531
17130,24.875,-281.625,-5.0625,0.1723633,0.2583008,1.08252,0.03320313,-0.03027344,-0.2519531
17131,26.625,-285.625,-1.1875,0.1606445,0.265625,1.08252,0.02587891,-0.02880859,-0.2558594
17133,27.3125,-287.8125,2.875,0.1411133,0.2617188,1.089844,0.01904297,-0.03027344,-0.2548828
17134,27.3125,-288.9375,7.125,0.1176758,0.296875,1.120605,0.01904297,-0.03027344,-0.2548828
17136,26.9375,-288.9375,12.0625,0.08300781,0.3085938,1.15918,0.01025391,-0.03027344,-0.2558594
17137,27.625,-289.75,17.875,0.004882813,0.3242188,1.194336,0.002441406,-0.03027344,-0.2548828
17139,30,-291.6875,24.375,-0.09179688,0.3203125,1.236328,0.002441406,-0.03027344,-0.2548828
17140,33.125,-295.375,31.4375,-0.1928711,0.3125,1.286621,-0.006347656,-0.03027344,-0.2558594
17142,37.125,-300.4375,38.875,-0.2592773,0.296875,1.344238,-0.01416016,-0.03125,-0.2548828
17143,40.875,-304.875,46,-0.2827148,0.2851563,1.41748,-0.01416016,-0.03125,-0.2548828
17145,43.5625,-309.0625,53.3125,-0.2983398,0.2617188,1.459961,-0.02441406,-0.03271484,-0.2558594
17146,44.625,-312.6875,59.875,-0.3100586,0.2426758,1.494629,-0.03076172,-0.03271484,-0.2519531
17148,43.625,-316.5625,65.5,-0.3374023,0.199707,1.502441,-0.03076172,-0.03271484,-0.2519531
17149,41.625,-319.8125,70,-0.3413086,0.1376953,1.533203,-0.04150391,-0.03662109,-0.253418
17151,39.4375,-323.1875,73.3125,-0.3295898,0.07568359,1.560547,-0.05175781,-0.03564453,-0.2504883
17152,36.8125,-325.6875,75,-0.2866211,0.03320313,1.595215,-0.05175781,-0.03564453,-0.2504883
17154,33.4375,-327.8125,75.9375,-0.2475586,-0.03271484,1.672363,-0.05810547,-0.03564453,-0.2480469
